Date,Close
2020-01-09,75.04521942138672
2020-01-10,75.21487426757812
2020-01-13,76.82179260253906
2020-01-14,75.78443908691406
2020-01-15,75.45966339111328
2020-01-16,76.4049301147461
2020-01-17,77.25080871582031
2020-01-21,76.72728729248047
2020-01-22,77.00115966796875
2020-01-23,77.37196350097656
2020-01-24,77.14897918701172
2020-01-27,74.88041687011719
2020-01-28,76.99871826171875
2020-01-29,78.61048889160156
2020-01-30,78.49656677246094
2020-01-31,75.01615142822266
2020-02-03,74.81011199951172
2020-02-04,77.27986145019531
2020-02-05,77.91001892089844
2020-02-06,78.82136535644531
2020-02-07,77.74996185302734
2020-02-10,78.1192398071289
2020-02-11,77.6479263305664
2020-02-12,79.49188995361328
2020-02-13,78.92581176757812
2020-02-14,78.94526672363281
2020-02-18,77.49974060058594
2020-02-19,78.62213134765625
2020-02-20,77.81554412841797
2020-02-21,76.05418395996094
2020-02-24,72.44160461425781
2020-02-25,69.98783111572266
2020-02-26,71.09809112548828
2020-02-27,66.45054626464844
2020-02-28,66.41166687011719
2020-03-02,72.59463500976562
2020-03-03,70.28912353515625
2020-03-04,73.54943084716797
2020-03-05,71.1636962890625
2020-03-06,70.21863555908203
2020-03-09,64.66488647460938
2020-03-10,69.32215881347656
2020-03-11,66.91456604003906
2020-03-12,60.30644989013672
2020-03-13,67.5316390991211
2020-03-16,58.84391784667969
2020-03-17,61.43128967285156
2020-03-18,59.92745590209961
2020-03-19,59.46828842163086
2020-03-20,55.69290542602539
2020-03-23,54.5097541809082
2020-03-24,59.97847366333008
2020-03-25,59.648067474365234
2020-03-26,62.786922454833984
2020-03-27,60.18740463256836
2020-03-30,61.905033111572266
2020-03-31,61.77869415283203
2020-04-01,58.5280876159668
2020-04-02,59.504722595214844
2020-04-03,58.64955520629883
2020-04-06,63.765995025634766
2020-04-07,63.027435302734375
2020-04-08,64.6406021118164
2020-04-09,65.1070556640625
2020-04-13,66.38497161865234
2020-04-14,69.73760223388672
2020-04-15,69.10108184814453
2020-04-16,69.650146484375
2020-04-17,68.70508575439453
2020-04-20,67.27899169921875
2020-04-21,65.19937133789062
2020-04-22,67.07733917236328
2020-04-23,66.81739807128906
2020-04-24,68.74638366699219
2020-04-27,68.79499816894531
2020-04-28,67.67984771728516
2020-04-29,69.90280151367188
2020-04-30,71.37749481201172
2020-05-01,70.22836303710938
2020-05-04,71.22200775146484
2020-05-05,72.29096221923828
2020-05-06,73.03681182861328
2020-05-07,73.79237365722656
2020-05-08,75.54874420166016
2020-05-11,76.737548828125
2020-05-12,75.8605728149414
2020-05-13,74.94461059570312
2020-05-14,75.4050064086914
2020-05-15,74.959228515625
2020-05-18,76.7253646850586
2020-05-19,76.28199005126953
2020-05-20,77.76554870605469
2020-05-21,77.18576049804688
2020-05-22,77.68272399902344
2020-05-26,77.15654754638672
2020-05-27,77.49271392822266
2020-05-28,77.52682495117188
2020-05-29,77.45130157470703
2020-06-01,78.4037857055664
2020-06-02,78.7667465209961
2020-06-03,79.20035552978516
2020-06-04,78.51828002929688
2020-06-05,80.75454711914062
2020-06-08,81.23202514648438
2020-06-09,83.79718780517578
2020-06-10,85.95304870605469
2020-06-11,81.8263931274414
2020-06-12,82.53285217285156
