Date,Close
2020-12-07,134.2909698486328
2020-12-08,134.9255828857422
2020-12-09,134.47959899902344
2020-12-10,135.671630859375
2020-12-11,136.1519012451172
2020-12-14,135.77455139160156
2020-12-15,135.32003784179688
2020-12-16,134.9598388671875
2020-12-17,134.60276794433594
2020-12-18,134.19927978515625
2020-12-21,134.73153686523438
2020-12-22,135.42684936523438
2020-12-23,134.49111938476562
2020-12-24,135.0233154296875
2020-12-28,135.08348083496094
2020-12-29,134.9117431640625
2020-12-30,135.20362854003906
2020-12-31,135.4010772705078
2021-01-04,135.2379608154297
2021-01-05,134.23355102539062
2021-01-06,131.47801208496094
2021-01-07,130.3191375732422
2021-01-08,129.89854431152344
2021-01-11,129.68392944335938
2021-01-12,129.5808868408203
2021-01-13,131.04014587402344
2021-01-14,129.8126983642578
2021-01-15,130.32774353027344
2021-01-19,130.7483367919922
2021-01-20,130.87709045410156
2021-01-21,129.9585723876953
2021-01-22,130.37924194335938
2021-01-25,131.91578674316406
2021-01-26,131.66690063476562
2021-01-27,132.0016632080078
2021-01-28,131.2720184326172
2021-01-29,130.4822540283203
2021-02-01,130.6334991455078
2021-02-02,129.79127502441406
2021-02-03,128.63967895507812
2021-02-04,128.2958221435547
2021-02-05,127.2215805053711
2021-02-08,127.78020477294922
2021-02-09,127.87477111816406
2021-02-10,128.72555541992188
2021-02-11,128.02085876464844
2021-02-12,126.43090057373047
2021-02-16,124.50572967529297
2021-02-17,125.29641723632812
2021-02-18,124.78939819335938
2021-02-19,123.13066101074219
2021-02-22,122.19389343261719
2021-02-23,121.84154510498047
2021-02-24,121.0422134399414
2021-02-25,119.0655288696289
2021-02-26,123.0017318725586
2021-03-01,121.37720489501953
2021-03-02,121.38583374023438
2021-03-03,120.06929016113281
2021-03-04,119.29486846923828
2021-03-05,119.52725219726562
2021-03-08,118.5978775024414
2021-03-09,120.24138641357422
2021-03-10,120.48229217529297
2021-03-11,119.61322021484375
2021-03-12,117.07487487792969
2021-03-15,117.76322174072266
2021-03-16,117.28996276855469
2021-03-17,116.41233825683594
2021-03-18,115.23343658447266
2021-03-19,115.9476318359375
2021-03-22,117.24696350097656
2021-03-23,118.30531311035156
2021-03-24,118.94210815429688
2021-03-25,118.00416564941406
2021-03-26,117.5911636352539
2021-03-29,116.59303283691406
2021-03-30,117.20394897460938
2021-03-31,116.54999542236328
2021-04-01,118.484375
2021-04-05,117.96742248535156
2021-04-06,118.76873016357422
2021-04-07,117.94151306152344
2021-04-08,118.9152603149414
2021-04-09,118.484375
2021-04-12,118.43268585205078
2021-04-13,119.32017517089844
2021-04-14,118.94100952148438
2021-04-15,120.93148040771484
2021-04-16,119.99224853515625
2021-04-19,119.6475601196289
2021-04-20,120.1990966796875
2021-04-21,120.44036102294922
2021-04-22,120.96595764160156
2021-04-23,120.68157196044922
2021-04-26,120.50922393798828
2021-04-27,119.45801544189453
2021-04-28,119.53559112548828
2021-04-29,119.18231964111328
2021-04-30,119.45801544189453
2021-05-03,119.52963256835938
2021-05-04,120.3407974243164
2021-05-05,120.53927612304688
2021-05-06,120.73771667480469
2021-05-07,120.14230346679688
2021-05-10,118.92562103271484
2021-05-11,118.25252532958984
2021-05-12,117.00997924804688
2021-05-13,117.19120788574219
2021-05-14,118.28712463378906
2021-05-17,118.036865234375
2021-05-18,117.73486328125
2021-05-19,117.45008087158203
2021-05-20,118.41651916503906
2021-05-21,118.7961654663086
2021-05-24,119.23624420166016
2021-05-25,120.3407974243164
2021-05-26,120.1336669921875
2021-05-27,119.65045928955078
2021-05-28,119.46063232421875
2021-06-01,119.43383026123047
2021-06-02,119.71039581298828
2021-06-03,119.26107025146484
2021-06-04,120.89430236816406
2021-06-07,120.52264404296875
2021-06-08,121.3695297241211
2021-06-09,122.44110870361328
2021-06-10,123.175537109375
2021-06-11,122.9768295288086
2021-06-14,122.03491973876953
2021-06-15,121.8880386352539
2021-06-16,121.7842788696289
2021-06-17,123.60765075683594
2021-06-18,125.93222045898438
2021-06-21,123.82371520996094
2021-06-22,124.12610626220703
2021-06-23,123.80642700195312
2021-06-24,124.00519561767578
2021-06-25,122.71764373779297
2021-06-28,123.97926330566406
2021-06-29,124.18663787841797
2021-06-30,124.73971557617188
2021-07-01,124.74661254882812
2021-07-02,125.49943542480469
2021-07-06,126.97039794921875
2021-07-07,128.0952606201172
2021-07-08,128.5971221923828
2021-07-09,126.7886734008789
2021-07-12,126.62428283691406
2021-07-13,125.65511322021484
2021-07-14,127.0829086303711
2021-07-15,128.48460388183594
2021-07-16,128.24227905273438
2021-07-19,131.0544891357422
2021-07-20,129.79119873046875
2021-07-21,128.14718627929688
2021-07-22,129.35855102539062
2021-07-23,128.49331665039062
2021-07-26,128.11251831054688
2021-07-27,129.4796905517578
2021-07-28,129.48831176757812
2021-07-29,128.7701416015625
2021-07-30,129.3758087158203
2021-08-02,130.52981567382812
2021-08-03,130.59912109375
2021-08-04,130.86767578125
2021-08-05,130.20062255859375
2021-08-06,128.0260772705078
2021-08-09,127.5669937133789
2021-08-10,126.9778823852539
2021-08-11,126.89985656738281
2021-08-12,126.6919174194336
2021-08-13,128.69317626953125
2021-08-16,129.0050811767578
2021-08-17,128.9530487060547
2021-08-18,129.38621520996094
2021-08-19,130.3392333984375
2021-08-20,130.42587280273438
2021-08-23,130.3392333984375
2021-08-24,129.32559204101562
2021-08-25,128.2513885498047
2021-08-26,128.6065216064453
2021-08-27,129.48155212402344
2021-08-30,129.8194122314453
2021-08-31,128.935791015625
2021-09-01,129.15171813964844
2021-09-02,129.71563720703125
2021-09-03,128.535888671875
2021-09-07,127.45159149169922
2021-09-08,128.31898498535156
2021-09-09,129.87176513671875
2021-09-10,128.72669982910156
2021-09-13,129.50738525390625
2021-09-14,131.07748413085938
2021-09-15,130.61770629882812
2021-09-16,130.01918029785156
2021-09-17,129.3946075439453
2021-09-20,130.9993896484375
2021-09-21,130.88662719726562
2021-09-22,131.6673126220703
2021-09-23,128.69203186035156
2021-09-24,127.43424987792969
2021-09-27,126.9658203125
2021-09-28,124.988037109375
2021-09-29,125.20494842529297
2021-09-30,125.1875991821289
2021-10-01,126.24120330810547
2021-10-04,125.91972351074219
2021-10-05,124.70381164550781
2021-10-06,125.4073486328125
2021-10-07,124.09584045410156
2021-10-08,123.22730255126953
2021-10-11,122.91458892822266
2021-10-12,125.0164794921875
2021-10-13,126.2324447631836
2021-10-14,126.70144653320312
2021-10-15,125.96316528320312
2021-10-18,126.5537338256836
2021-10-19,124.80802154541016
2021-10-20,123.9655532836914
2021-10-21,123.81788635253906
2021-10-22,125.18155670166016
2021-10-25,124.9904556274414
2021-10-26,126.02400970458984
2021-10-27,128.31690979003906
2021-10-28,127.8826675415039
2021-10-29,128.27346801757812
2021-11-01,127.34991455078125
2021-11-02,127.91522216796875
2021-11-03,126.59339141845703
2021-11-04,127.92391204833984
2021-11-05,129.83705139160156
2021-11-08,129.5935821533203
2021-11-09,131.28067016601562
2021-11-10,128.88050842285156
