Date,Close
2020-12-07,298.008056640625
2020-12-08,299.01678466796875
2020-12-09,292.2467041015625
2020-12-10,293.42022705078125
2020-12-11,292.77044677734375
2020-12-14,294.89459228515625
2020-12-15,298.04681396484375
2020-12-16,299.68597412109375
2020-12-17,301.64520263671875
2020-12-18,300.7335205078125
2020-12-21,300.1708679199219
2020-12-22,300.9870910644531
2020-12-23,299.4713134765625
2020-12-24,300.79278564453125
2020-12-28,303.8243103027344
2020-12-29,304.096435546875
2020-12-30,304.10614013671875
2020-12-31,304.8544006347656
2021-01-04,300.5498352050781
2021-01-05,303.0276184082031
2021-01-06,298.83001708984375
2021-01-07,306.059326171875
2021-01-08,309.99456787109375
2021-01-11,305.5151062011719
2021-01-12,305.029296875
2021-01-13,307.0892333984375
2021-01-14,305.4471435546875
2021-01-15,303.0276184082031
2021-01-19,307.4488220214844
2021-01-20,314.6003112792969
2021-01-21,317.116943359375
2021-01-22,316.20355224609375
2021-01-25,318.81744384765625
2021-01-26,319.2837829589844
2021-01-27,310.3832092285156
2021-01-28,312.2196960449219
2021-01-29,305.651123046875
2021-02-01,313.28851318359375
2021-02-02,318.3995666503906
2021-02-03,317.1364440917969
2021-02-04,320.8870544433594
2021-02-05,321.9753112792969
2021-02-08,324.13250732421875
2021-02-09,324.06451416015625
2021-02-10,323.32598876953125
2021-02-11,325.1041564941406
2021-02-12,326.9212646484375
2021-02-16,326.0369873046875
2021-02-17,324.47259521484375
2021-02-18,323.053955078125
2021-02-19,321.64495849609375
2021-02-22,313.3079528808594
2021-02-23,312.3751525878906
2021-02-24,314.9501037597656
2021-02-25,303.97015380859375
2021-02-26,305.2430419921875
2021-03-01,314.4254455566406
2021-03-02,309.3824157714844
2021-03-03,300.4041442871094
2021-03-04,295.4874572753906
2021-03-05,299.9375915527344
2021-03-08,291.4452209472656
2021-03-09,302.94012451171875
2021-03-10,302.0754089355469
2021-03-11,309.0325622558594
2021-03-12,306.5256042480469
2021-03-15,309.80023193359375
2021-03-16,311.5006103515625
2021-03-17,312.78326416015625
2021-03-18,303.2025451660156
2021-03-19,304.2714538574219
2021-03-22,309.9774475097656
2021-03-23,308.6250915527344
2021-03-24,303.42010498046875
2021-03-25,302.8946533203125
2021-03-26,307.43817138671875
2021-03-29,307.3505554199219
2021-03-30,305.80364990234375
2021-03-31,310.48333740234375
2021-04-01,315.7760009765625
2021-04-05,322.08038330078125
2021-04-06,321.85662841796875
2021-04-07,322.6349792480469
2021-04-08,326.0013122558594
2021-04-09,327.9762268066406
2021-04-12,327.5481872558594
2021-04-13,331.37158203125
2021-04-14,327.3924255371094
2021-04-15,332.35430908203125
2021-04-16,332.74346923828125
2021-04-19,329.6982727050781
2021-04-20,327.295166015625
2021-04-21,330.0971984863281
2021-04-22,326.1180114746094
2021-04-23,330.2236328125
2021-04-26,332.3736877441406
2021-04-27,330.9338684082031
2021-04-28,329.8149719238281
2021-04-29,331.001953125
2021-04-30,328.8324279785156
2021-05-03,327.0811462402344
2021-05-04,321.195068359375
2021-05-05,320.11517333984375
2021-05-06,322.5279235839844
2021-05-07,325.1450500488281
2021-05-10,316.93377685546875
2021-05-11,316.4959411621094
2021-05-12,308.3040771484375
2021-05-13,310.68768310546875
2021-05-14,317.5467529296875
2021-05-17,315.620361328125
2021-05-18,313.4896545410156
2021-05-19,313.8496398925781
2021-05-20,319.9205322265625
2021-05-21,318.1499328613281
2021-05-24,323.5008544921875
2021-05-25,323.9483642578125
2021-05-26,325.0769348144531
2021-05-27,323.86083984375
2021-05-28,324.8823547363281
2021-06-01,323.802490234375
