date,SPY Buy & Hold,Equal Weight Universe,Top-k Momentum,Top-k Vol-Adjusted Momentum,Ridge Predicted Return,Gradient Boosting Predicted Return
2022-03-01,1.83022705809714,1.727070821408673,1.737342852520722,1.718391277309696,1.4924210428631344,1.7888422702189208
2022-03-02,1.8638960924098231,1.7341513008794676,1.7492471629416815,1.732579156920107,1.5134768252880901,1.807804289706562
2022-03-03,1.8546168137797892,1.7220706814656508,1.7383180285736033,1.7248921527200378,1.4931930286808959,1.801251753415276
2022-03-04,1.8395488578956518,1.7087221483326742,1.7260497174193725,1.72104731062936,1.4681316514785792,1.7965365802670852
2022-03-07,1.7853204244568446,1.6713386750913515,1.6993869804091135,1.691504011801033,1.419597794813412,1.7728925602350283
2022-03-08,1.7717843350838334,1.6767178787346577,1.715505404447288,1.700034305256328,1.4215543028131747,1.7878441487028647
2022-03-09,1.8192876591718377,1.7058503093824562,1.7377652915754156,1.7187900786425088,1.4653830164962849,1.8029120158873473
2022-03-10,1.8110727903111608,1.691386194754916,1.7300305066949364,1.7116291311991059,1.449931270233636,1.8009940054795803
2022-03-11,1.7880448164657279,1.6708896542808969,1.7124130270673155,1.6885327424124634,1.4220809446667317,1.779562499764075
2022-03-14,1.7749770121689372,1.6469270538491871,1.7048753604041484,1.6651259519458288,1.3918218679912997,1.7541644443520068
2022-03-15,1.8140097881624322,1.66099840330408,1.7121562026444295,1.6843591278094923,1.4144352294390632,1.7654003803453242
2022-03-16,1.8542337090962657,1.713963029647849,1.7488664233323798,1.721146502895146,1.4847230438825616,1.800648773999725
2022-03-17,1.8774320437270926,1.7240148929629633,1.7639179120888815,1.7380743987075489,1.4959511017537803,1.820514472810817
2022-03-18,1.8979953084139873,1.7411081836702187,1.7709035819791346,1.7511859063938717,1.5185449590566829,1.8282176255337932
2022-03-21,1.8974400482204266,1.728899093640797,1.7715604412925037,1.7538523291052999,1.5048570128378942,1.8273150663437567
2022-03-22,1.9196428628970597,1.7409690197529044,1.779746698887407,1.7679437017907056,1.5288431064954946,1.8361338050466807
2022-03-23,1.894920807043873,1.7338569192905706,1.7725139398797038,1.7599348076458108,1.509315234030868,1.825993122423194
2022-03-24,1.9234855064146061,1.7494247017472435,1.7912108037760075,1.7860764703417613,1.5289559525978504,1.846586487710404
2022-03-25,1.9328789571431175,1.744440294815137,1.792005377937768,1.7860490554149446,1.5251835627637234,1.8479087986293896
2022-03-28,1.9466275143027743,1.747766451575658,1.7834367429772877,1.7886576957749138,1.5349153253572494,1.8412865177422373
2022-03-29,1.9707094056811867,1.7736228309396136,1.8042368172921068,1.806560647210355,1.5661336909276211,1.8655849793609676
2022-03-30,1.9585406203750642,1.766424886847103,1.8028767606260383,1.801031386002102,1.548411148402591,1.854260164612231
2022-03-31,1.9283957349835712,1.7494806568217485,1.7839029842586351,1.7845828690280237,1.528796385755714,1.838461807048581
2022-04-01,1.9338610856903553,1.7583686766318416,1.780076445887033,1.7813497332346004,1.5420014038181964,1.8486814261394975
2022-04-04,1.950427774707585,1.7710228579404395,1.800251882576793,1.801539601399103,1.562496505418141,1.8648665415732413
2022-04-05,1.9257914514700627,1.7408372928560787,1.7755883227111637,1.7768583997075873,1.5290176886609248,1.827936651751438
2022-04-06,1.9065346082679184,1.7217637213108712,1.7582066435179884,1.7594642874123128,1.5040510976004995,1.7987755139631245
2022-04-07,1.9161417692847518,1.720451739074195,1.7647716896808854,1.7660340295478094,1.4996259467606405,1.799573211697127
2022-04-08,1.9110176923717226,1.7135978079872105,1.7586612249637514,1.759919194019843,1.4890986997111382,1.7866527766115563
2022-04-11,1.878354394138127,1.693679876893101,1.7376804932982512,1.7389234548527077,1.4678330848857581,1.7622694184941092
2022-04-12,1.871394728081989,1.6914729172868257,1.7375339496128606,1.7387768063447286,1.4657658490591274,1.7572426272138475
2022-04-13,1.892828434220997,1.7111647188554229,1.758713909278752,1.7599719160198946,1.4913974962153242,1.7865911518656243
2022-04-14,1.869259696034893,1.6901714774122096,1.7360720759501547,1.7373138870048874,1.468769659474417,1.7644765082348375
2022-04-18,1.8700283904052926,1.6861511890905656,1.7385470959096332,1.739790677344288,1.464188080389663,1.7575371962578656
2022-04-19,1.9002156589095212,1.6947228904883107,1.7520965404517206,1.7533498137939008,1.482391487540852,1.7850935465319504
2022-04-20,1.89880624784138,1.6981750717302087,1.746004261467865,1.7472531770074544,1.474143313539235,1.7826586124598092
2022-04-21,1.8704124614790087,1.674151633966215,1.7231884519926985,1.724421047400871,1.4435074460999016,1.7506594361011034
2022-04-22,1.819089825293824,1.6452738573687606,1.686802190410632,1.6880087587531665,1.4141766473272042,1.7107431662646118
2022-04-25,1.8296361795221925,1.6463564224936527,1.6871802101641054,1.6883870489038861,1.419646299077616,1.7187796286937966
2022-04-26,1.7766483149792924,1.6142644112295417,1.6505230292745758,1.651703647160341,1.376521097591612,1.6630843385044873
2022-04-27,1.7816438619966963,1.6127166110991749,1.6472530514110888,1.6484313302841391,1.3794171990916246,1.662637855236159
2022-04-28,1.8266475488234846,1.6391899045926956,1.683587967267045,1.684792236478174,1.410957727831436,1.7005167857601564
2022-04-29,1.7591422946947861,1.6082724250781866,1.6375322129456282,1.6387035385102102,1.377882306032515,1.6520291726282272
2022-06-01,1.7449136688919462,1.6005688148896153,1.630278316087974,1.6314732322957999,1.3686514318502112,1.638663115073769
2022-06-02,1.7781426762607362,1.628397194872619,1.6586129299471621,1.6588486641544464,1.4001527906015188,1.6727755280746304
2022-06-03,1.7489607492012802,1.6064660523913499,1.6360297319820085,1.6363500791822825,1.3762203833652245,1.6507270229300826
2022-06-06,1.75428596361736,1.6058474737797996,1.637479425186655,1.6391001928269078,1.3822251824413403,1.6583070614575999
2022-06-07,1.771113558525285,1.6190881091441507,1.6479110644424788,1.6459685752295294,1.3950363086758586,1.6705679044594102
2022-06-08,1.7518575225890238,1.60708672501352,1.6337610714537745,1.6407535771790416,1.3870069881396123,1.6571849955763727
2022-06-09,1.7101930229584459,1.5804978070545959,1.6076390270325382,1.6145853727320933,1.3540989922091586,1.621061885675164
2022-06-10,1.6606051662755725,1.5535431783873768,1.5863540730182035,1.6028610567773016,1.3209417557826446,1.5873841897065046
2022-06-13,1.5975550959215479,1.496433489574208,1.5348180427694407,1.5523686696195615,1.2643673814267808,1.5264967233052702
2022-06-14,1.5927407770116564,1.491685948012595,1.524356115577019,1.5505171132878408,1.2689422891031137,1.526296819446352
2022-06-15,1.615447733712689,1.5167184544206078,1.5477444037449284,1.5737457024565666,1.291269061624765,1.5499719488743502
2022-06-16,1.5619824983283612,1.483511494650319,1.5251088918291145,1.5520081057912434,1.2407705138238514,1.4988237853992727
2022-06-17,1.565349807992497,1.487086757872751,1.519965647138114,1.5476223826408546,1.2505994461865693,1.5025984606605371
2022-06-21,1.6047558436922407,1.5038471400293814,1.5384910759660084,1.5618210135614508,1.2753122548146312,1.5272311072581797
2022-06-22,1.6018462600370196,1.504216570169954,1.5361538218372677,1.5510933567631768,1.2662902342564555,1.5137433658610506
2022-06-23,1.6175482043446288,1.5129539159067613,1.5374564259608154,1.5489076492168017,1.278911384247063,1.5207464900255387
2022-06-24,1.6689761939655363,1.5422917772362361,1.568550303119386,1.5760397089476625,1.3168130549596289,1.5635916352952972
2022-06-27,1.6626012263403271,1.5378655754885655,1.5637553242096947,1.5738746011089024,1.3157643077748786,1.5639607828597804
2022-06-28,1.6286299121818777,1.5203822794745177,1.5487160550454322,1.5662349683821417,1.2914720696795052,1.5474389998327354
2022-06-29,1.6273031541566403,1.5197383232544357,1.545935446736062,1.5617830654119575,1.2857952420711238,1.5382013035290938
2022-06-30,1.6140829581194525,1.5119786825442967,1.5358288616516724,1.553347218981525,1.275118445205835,1.5290134085133962
2022-07-01,1.6311536726198343,1.5195130361702411,1.542046649483716,1.5546470792785805,1.2871389057444458,1.5429176495978068
2022-07-05,1.6342348863102971,1.5162068987548547,1.5211196664261253,1.5406035703026792,1.2988489700097325,1.5569547241918542
2022-07-06,1.6397539076762844,1.5085166040159435,1.515212879124998,1.5310852554781658,1.2998806057162156,1.5581913653440904
2022-07-07,1.6643132566035828,1.5272780241475916,1.530714303629152,1.5492716848193713,1.3258970065438027,1.589377715035446
