date,SPY,QQQ,IWM,EFA,EEM,TLT,GLD
2017-06-20,211.2063751220703,131.38217163085938,124.54484558105469,49.75810623168945,33.445308685302734,98.70347595214844,118.18000030517578
2017-06-21,211.1542510986328,132.6831817626953,124.23301696777344,49.696929931640625,33.518768310546875,98.90503692626953,118.5199966430664
2017-06-22,211.05859375,132.6454620361328,124.7052001953125,49.68928527832031,33.69015884399414,99.12211608886719,118.91999816894531
2017-06-23,211.3106689453125,133.154541015625,125.53370666503906,49.8116340637207,33.869712829589844,99.07559967041016,119.43000030517578
2017-06-26,211.4497528076172,132.5322723388672,125.68515014648438,49.895751953125,34.1961669921875,99.4477767944336,118.36000061035156
2017-06-27,209.7462615966797,130.1282501220703,124.58045959472656,49.88811492919922,33.79624938964844,98.38554382324219,118.80999755859375
2017-06-28,211.6235809326172,132.0043487548828,126.48699951171875,50.323974609375,34.05742263793945,98.05989837646484,118.9000015258789
2017-06-29,209.76365661621094,129.7134552001953,125.73860931396484,49.82693862915039,33.624874114990234,97.23802947998047,118.31999969482422
2017-06-30,210.1547393798828,129.76065063476562,125.54263305664062,49.857513427734375,33.77993392944336,97.01313018798828,118.0199966430664
2017-07-03,210.51109313964844,128.39366149902344,126.59388732910156,49.79634475708008,33.975807189941406,96.70079040527344,116.08999633789062
2017-07-05,210.997802734375,129.6569061279297,126.1395263671875,49.79634475708008,33.910518646240234,96.72412109375,116.5199966430664
2017-07-06,209.06829833984375,128.48788452148438,124.49230194091797,49.574588775634766,33.502445220947266,95.923828125,116.47000122070312
2017-07-07,210.4241943359375,129.873779296875,125.70014953613281,49.58222579956055,33.56773376464844,95.34886932373047,115.27999877929688
2017-07-10,210.65011596679688,130.7222900390625,125.15438842773438,49.704586029052734,33.88602828979492,95.48871612548828,115.47000122070312
2017-07-11,210.49371337890625,131.08987426757812,125.52125549316406,49.81928634643555,34.16352081298828,95.65189361572266,115.62000274658203
2017-07-12,212.07550048828125,132.6454620361328,126.48753356933594,50.2169189453125,34.824588775634766,96.31232452392578,116.02999877929688
2017-07-13,212.43185424804688,132.93768310546875,126.59490203857422,50.362205505371094,34.995975494384766,95.70628356933594,115.81999969482422
2017-07-14,213.4226837158203,133.9841766357422,126.80963134765625,50.71396255493164,35.43668746948242,95.82283020019531,116.7699966430664
2017-07-17,213.39657592773438,134.0501708984375,127.10493469238281,50.61456298828125,35.273468017578125,96.08697509765625,117.29000091552734
2017-07-18,213.5095977783203,134.9457550048828,126.7739028930664,50.660430908203125,35.37956619262695,96.92611694335938,118.11000061035156
2017-07-19,214.66554260253906,135.73770141601562,128.03546142578125,50.882198333740234,35.673370361328125,96.96497344970703,118.08000183105469
2017-07-20,214.76107788085938,135.91677856445312,128.12489318847656,51.088661193847656,35.632572174072266,97.24465942382812,118.23999786376953
2017-07-21,214.56993103027344,135.8602294921875,127.54335021972656,50.88983917236328,35.60808181762695,97.65644073486328,119.26000213623047
2017-07-24,214.5177764892578,136.48248291015625,127.72228240966797,50.7522087097168,35.71417999267578,97.27577209472656,119.30999755859375
2017-07-25,215.03919982910156,136.13365173339844,128.8854217529297,50.821022033691406,35.62440872192383,96.0093002319336,118.91999816894531
2017-07-26,215.0479278564453,136.57675170898438,128.16964721679688,51.134544372558594,35.918209075927734,96.16466522216797,119.87999725341797
2017-07-27,214.84800720214844,135.71884155273438,127.35543823242188,51.019840240478516,35.72234344482422,95.69072723388672,119.79000091552734
2017-07-28,214.595947265625,135.6056671142578,127.01542663574219,51.073368072509766,35.706016540527344,96.25791931152344,120.69000244140625
2017-07-31,214.47430419921875,135.03060913085938,126.6128158569336,51.180423736572266,35.74683380126953,96.37447357177734,120.75
2017-08-01,214.95236206054688,135.34173583984375,126.85440063476562,51.46335983276367,35.852928161621094,97.05110931396484,120.6500015258789
2017-08-02,215.05657958984375,135.7093963623047,125.46757507324219,51.486297607421875,35.88557052612305,97.1055908203125,120.4000015258789
2017-08-03,214.63941955566406,135.18148803710938,124.84127807617188,51.51688766479492,35.73866653442383,98.11009216308594,120.58999633789062
2017-08-04,215.03054809570312,135.42657470703125,125.44970703125,51.58570861816406,35.86924362182617,97.27692413330078,119.6500015258789
2017-08-07,215.43038940429688,136.2844696044922,125.65544891357422,51.608642578125,36.11408233642578,97.38592529296875,119.51000213623047
2017-08-08,214.9002227783203,136.04881286621094,125.26175689697266,51.33335494995117,36.12224197387695,97.03553771972656,119.86000061035156
2017-08-09,214.89151000976562,135.86968994140625,124.1791763305664,51.24924850463867,35.79579162597656,97.56504821777344,121.30999755859375
2017-08-10,211.85824584960938,132.95655822753906,121.9244613647461,50.522796630859375,34.94701385498047,98.39820098876953,122.20999908447266
2017-08-11,212.17115783691406,133.9652862548828,122.1034164428711,50.43103790283203,35.028621673583984,98.44490814208984,122.79000091552734
2017-08-14,214.27444458007812,135.69049072265625,123.95549774169922,50.79808044433594,35.38772201538086,97.93876647949219,121.91999816894531
2017-08-15,214.24830627441406,135.7847900390625,122.93550109863281,50.75984191894531,35.42853546142578,97.5261001586914,120.9800033569336
2017-08-16,214.62203979492188,136.02047729492188,122.97128295898438,51.0504264831543,35.79579162597656,97.88428497314453,121.87000274658203
2017-08-17,211.27589416503906,133.2393798828125,120.72549438476562,50.47692108154297,35.33875274658203,98.6162109375,122.48999786376953
2017-08-18,210.94566345214844,133.14508056640625,120.71658325195312,50.61456298828125,35.640724182128906,98.59285736083984,122.30000305175781
2017-08-21,211.1107635498047,132.9753875732422,120.63602447509766,50.59926223754883,35.77131271362305,98.834228515625,122.76000213623047
2017-08-22,213.31837463378906,135.0023193359375,121.94236755371094,50.84396743774414,36.17121505737305,98.45270538330078,122.20999908447266
2017-08-23,212.5535125732422,134.52154541015625,121.74549865722656,50.85161590576172,36.34260559082031,99.12234497070312,122.66999816894531
2017-08-24,212.05813598632812,134.12559509277344,122.12126922607422,50.73690414428711,36.45686721801758,98.75638580322266,122.29000091552734
2017-08-25,212.5535125732422,133.8427734375,122.47022247314453,51.042781829833984,36.6690559387207,99.137939453125,122.73999786376953
2017-08-28,212.56219482421875,134.25755310058594,122.98922729492188,51.042781829833984,36.538475036621094,99.07559967041016,124.69000244140625
2017-08-29,212.80555725097656,134.78549194335938,123.01599884033203,50.83632278442383,36.473182678222656,99.39491271972656,124.41999816894531
2017-08-30,213.81375122070312,136.3693389892578,123.80335235595703,50.767494201660156,36.53031539916992,99.36373901367188,124.36000061035156
2017-08-31,215.10012817382812,137.8306427001953,125.0201644897461,51.15748977661133,36.587440490722656,99.65959930419922,125.81999969482422
2017-09-01,215.4042510986328,137.64205932617188,125.72705841064453,51.22630310058594,36.856773376464844,98.89728546142578,126.05999755859375
2017-09-05,213.85723876953125,136.40707397460938,124.51912689208984,50.882198333740234,36.375244140625,100.46562957763672,127.45999908447266
2017-09-06,214.5872802734375,136.8218231201172,124.77864837646484,51.19572067260742,36.61192321777344,99.84920501708984,126.80999755859375
2017-09-07,214.56121826171875,137.14244079589844,124.46548461914062,51.616294860839844,36.881256103515625,100.87134552001953,128.1300048828125
2017-09-08,214.3091583251953,135.95452880859375,124.56392669677734,51.62394332885742,36.63641357421875,100.65287780761719,127.97000122070312
2017-09-11,216.59500122070312,137.5194549560547,125.87020111083984,52.02922439575195,37.126102447509766,99.4512710571289,126.19000244140625
2017-09-12,217.3250274658203,137.84945678710938,126.6396713256836,52.1898078918457,37.08528137207031,98.92848205566406,126.55999755859375
2017-09-13,217.4293212890625,138.03807067871094,127.01542663574219,51.90686798095703,36.8894157409668,98.53836059570312,125.61000061035156
2017-09-14,217.3598175048828,137.22720336914062,126.89912414550781,51.9986457824707,36.98735046386719,98.944091796875,126.16000366210938
2017-09-15,217.6524200439453,137.69863891601562,127.4180679321289,52.04451370239258,37.207706451416016,98.98311614990234,125.52999877929688
2017-09-18,218.11534118652344,137.5181427001953,128.28598022460938,52.11334228515625,37.338294982910156,98.4135513305664,124.36000061035156
2017-09-19,218.3336639404297,137.75437927246094,128.28598022460938,52.3580436706543,37.41990280151367,98.1716537475586,124.62000274658203
2017-09-20,218.41229248046875,137.32920837402344,128.6975555419922,52.24333953857422,37.24851608276367,98.24188995361328,123.62000274658203
2017-09-21,217.82705688476562,136.48831176757812,128.56332397460938,52.13628387451172,37.24851608276367,98.18726348876953,122.68000030517578
2017-09-22,217.87078857421875,136.3560333251953,129.10911560058594,52.296871185302734,37.03632736206055,98.46817016601562,123.23999786376953
2017-09-25,217.42529296875,134.91990661621094,129.28805541992188,51.9986457824707,36.407894134521484,99.08457946777344,124.52999877929688
2017-09-26,217.55636596679688,135.26950073242188,129.69976806640625,51.883934020996094,36.309959411621094,98.90512084960938,123.13999938964844
2017-09-27,218.403564453125,136.48831176757812,132.2379608154297,51.922183990478516,36.17938232421875,97.414794921875,121.9800033569336
2017-09-28,218.66555786132812,136.4410400390625,132.5877227783203,52.059814453125,36.15489959716797,97.12613677978516,122.20999908447266
2017-09-29,219.43418884277344,137.42361450195312,132.901611328125,52.36569595336914,36.571128845214844,97.34463500976562,121.58000183105469
2017-10-02,220.38626098632812,137.54647827148438,134.5339813232422,52.31980895996094,36.57928466796875,97.16633605957031,120.7699966430664
2017-10-03,220.85791015625,137.83944702148438,134.82994079589844,52.49568557739258,37.15874099731445,97.2601547241211,120.83000183105469
2017-10-04,221.11997985839844,137.97164916992188,134.39952087402344,52.396278381347656,37.15058517456055,97.26795959472656,121.16999816894531
2017-10-05,222.43011474609375,139.3227996826172,134.76719665527344,52.36569595336914,37.428070068359375,96.90054321289062,120.5199966430664
2017-10-06,222.17681884765625,139.51173400878906,134.57882690429688,52.32746124267578,37.240360260009766,96.62686157226562,121.08999633789062
2017-10-09,221.8100128173828,139.35108947753906,134.02273559570312,52.34273910522461,37.215877532958984,96.93179321289062,122.08000183105469
2017-10-10,222.3951873779297,139.4550323486328,134.4084014892578,52.839786529541016,37.583133697509766,97.08818054199219,122.4000015258789
2017-10-11,222.7445526123047,139.87075805664062,134.30975341796875,52.96978759765625,37.75452423095703,97.27582550048828,122.79000091552734
2017-10-12,222.41261291503906,139.6156768798828,134.21112060546875,52.92391586303711,37.738197326660156,97.69017028808594,122.88999938964844
2017-10-13,222.68344116210938,140.15420532226562,133.96890258789062,53.19919204711914,38.08097457885742,98.39387512207031,123.81999969482422
2017-10-16,222.9803924560547,140.6360626220703,133.85235595703125,53.16094970703125,38.05649185180664,98.32345581054688,122.97000122070312
2017-10-17,223.13763427734375,140.8155517578125,133.46665954589844,53.0233154296875,37.860626220703125,98.44851684570312,122.12999725341797
2017-10-18,223.35594177246094,140.64547729492188,134.10345458984375,53.17625427246094,37.95039367675781,97.7995834350586,121.66999816894531
2017-10-19,223.41712951660156,140.12582397460938,133.89723205566406,53.09214782714844,37.61576843261719,97.97159576416016,122.38999938964844
2017-10-20,224.57005310058594,140.50376892089844,134.51611328125,53.0233154296875,37.75452423095703,96.93179321289062,121.61000061035156
2017-10-23,223.69656372070312,139.58731079101562,133.5115203857422,52.90862274169922,37.452545166015625,97.10380554199219,121.80000305175781
2017-10-24,224.08961486816406,139.82351684570312,133.78958129882812,52.99273681640625,37.452545166015625,96.50177001953125,121.33000183105469
2017-10-25,222.9803924560547,139.29441833496094,133.143798828125,52.7862548828125,37.37092971801758,96.0405044555664,121.3499984741211
2017-10-26,223.26861572265625,138.85037231445312,133.42184448242188,52.77861785888672,37.1179313659668,95.71995544433594,120.33000183105469
2017-10-27,225.09414672851562,142.89419555664062,134.34567260742188,52.90096664428711,37.656585693359375,96.3532485961914,120.9000015258789
2017-10-30,224.25563049316406,143.2153778076172,132.92855834960938,53.0233154296875,37.41990280151367,97.27582550048828,121.12999725341797
2017-10-31,224.60499572753906,143.75396728515625,133.87022399902344,53.24508285522461,37.770843505859375,97.30703735351562,120.66999816894531
2017-11-01,224.90191650390625,143.70668029785156,132.98231506347656,53.298587799072266,37.96672058105469,97.74031829833984,121.11000061035156
2017-11-02,224.98931884765625,143.4326934814453,133.37701416015625,53.45918273925781,38.01569366455078,98.17124938964844,121.19000244140625
2017-11-03,225.74046325683594,144.81216430664062,133.28729248046875,53.37507247924805,37.81980895996094,98.43763732910156,120.62000274658203
2017-11-06,226.0898895263672,145.30345153808594,133.43978881835938,53.451541900634766,38.24420166015625,98.80590057373047,121.6500015258789
2017-11-07,225.93264770507812,145.38845825195312,131.8433380126953,53.252716064453125,37.99937438964844,99.22113800048828,121.20999908447266
2017-11-08,226.31689453125,145.9742431640625,132.02268981933594,53.42860794067383,38.17891311645508,99.00177764892578,121.62999725341797
2017-11-09,225.49591064453125,145.20899963378906,131.55628967285156,53.12272644042969,37.942230224609375,98.71971130371094,122.12999725341797
2017-11-10,225.426025390625,145.19952392578125,131.45767211914062,52.97743225097656,37.779014587402344,97.23104095458984,121.12999725341797
2017-11-13,225.63563537597656,145.3790283203125,131.49356079101562,52.75566864013672,37.697383880615234,97.43476104736328,121.30999755859375
2017-11-14,225.11158752441406,144.84988403320312,131.13475036621094,52.71744918823242,37.44438934326172,98.09292602539062,121.55999755859375
2017-11-15,223.98486328125,144.16964721679688,130.6145782470703,52.4650993347168,37.24851608276367,99.158447265625,121.41000366210938
2017-11-16,225.88893127441406,146.01205444335938,132.53387451171875,52.88566970825195,38.023841857910156,98.29654693603516,121.4000015258789
2017-11-17,225.22512817382812,145.45462036132812,133.143798828125,52.69449996948242,38.21155548095703,99.02523803710938,122.86000061035156
2017-11-20,225.6094512939453,145.34130859375,134.11245727539062,52.809200286865234,38.40742874145508,98.98606872558594,121.30999755859375
2017-11-21,227.0855712890625,146.91912841796875,135.51161193847656,53.206844329833984,38.921600341796875,99.29945373535156,121.51000213623047
2017-11-22,226.88470458984375,147.0986328125,135.33216857910156,53.35212707519531,39.01953887939453,99.62071990966797,122.62999725341797
2017-11-24,227.40872192382812,147.6371307373047,135.3860626220703,53.78800582885742,38.93791961669922,99.34647369384766,122.31999969482422
2017-11-27,227.295166015625,147.57102966308594,134.9734344482422,53.46683883666992,38.36662673950195,99.20547485351562,122.83000183105469
