Ticker,MSE,MAE,Hit Rate,LSTM_CumRet,LSTM_Sharpe,LSTM_MaxDD,BH_CumRet,BH_Sharpe,BH_MaxDD
SPY,136.12746696432197,8.335198593139648,0.525,0.15275638837298855,0.9039732140608968,-0.18324095195316836,0.1841431510690048,0.9909488301446042,-0.18755230403972267
QQQ,154.3441876156449,9.633278020222981,0.4583333333333333,0.13374522183851534,0.7604364538343065,-0.21235027830753117,0.22305002505686744,1.0004730414624643,-0.2276831136705132
IWM,18.739537603786445,3.3173058827718096,0.525,0.24549198851247733,1.4669848365424327,-0.13378125368658023,0.14956130929343625,0.746822934552656,-0.2375111790717468
EFA,9.257026334878411,2.7697476387023916,0.42083333333333334,-0.017901056633859214,-0.1233702806395089,-0.09163341300683148,0.2942406533736557,1.7036797576652818,-0.14053475967120566
EEM,1.3282296881429525,0.9629013856252032,0.4583333333333333,0.07573708508197607,0.6893461107591559,-0.10356067611237174,0.3128336688204818,1.6926511371323059,-0.15041907741803706
TLT,1.7581957270306394,1.0468019167582192,0.525,0.07678628953893618,1.1361013644956368,-0.03538180405214686,0.044721941278123234,0.43823968663531754,-0.09231022563883162
GLD,51.274546697975396,5.2495634078979485,0.575,0.620189261393252,3.358461089567605,-0.050145794084508144,0.6128547270338975,2.6699818499927033,-0.10127740838500288
